,time,ticks,elapse_time,memory_delta,memory_size,namespace,module,function,expression,file,line
336,#2022-01-23 02:34:18#,82849,00:00:00.0082849,0.0703125,6.58984,SMRUCC/R#,forloop,for_loop_[42],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
337,#2022-01-23 02:34:18#,954537,00:00:00.0954537,27.4062,33.9961,SMRUCC/R#,forloop,for_loop_[42],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
338,#2022-01-23 02:34:18#,63629,00:00:00.0063629,-32.9141,1.08203,SMRUCC/R#,forloop,for_loop_[42],Call ""gc""(),profiler.R,21
339,#2022-01-23 02:34:18#,2073,00:00:00.0002073,2.53906,3.62109,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
340,#2022-01-23 02:34:18#,412,00:00:00.0000412,2.82812,6.44922,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
341,#2022-01-23 02:34:18#,1097,00:00:00.0001097,0.0703125,6.51953,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
342,#2022-01-23 02:34:18#,43618,00:00:00.0043618,0.0703125,6.51953,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
343,#2022-01-23 02:34:18#,54182,00:00:00.0054182,0.0703125,6.51953,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
344,#2022-01-23 02:34:18#,82732,00:00:00.0082732,0.0703125,6.51953,SMRUCC/R#,forloop,for_loop_[43],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
345,#2022-01-23 02:34:18#,986887,00:00:00.0986887,27.2422,33.7617,SMRUCC/R#,forloop,for_loop_[43],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
346,#2022-01-23 02:34:18#,54107,00:00:00.0054107,-32.6758,1.08594,SMRUCC/R#,forloop,for_loop_[43],Call ""gc""(),profiler.R,21
347,#2022-01-23 02:34:18#,2076,00:00:00.0002076,2.53906,3.625,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
348,#2022-01-23 02:34:18#,420,00:00:00.0000420,2.82422,6.44922,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
349,#2022-01-23 02:34:18#,1687,00:00:00.0001687,0.0703125,6.51953,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
350,#2022-01-23 02:34:18#,42930,00:00:00.0042930,0.0703125,6.51953,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
351,#2022-01-23 02:34:18#,53659,00:00:00.0053659,0.0703125,6.51953,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
352,#2022-01-23 02:34:18#,83203,00:00:00.0083203,0.0703125,6.51953,SMRUCC/R#,forloop,for_loop_[44],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
353,#2022-01-23 02:34:18#,989191,00:00:00.0989191,27.9531,34.4727,SMRUCC/R#,forloop,for_loop_[44],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
354,#2022-01-23 02:34:18#,57467,00:00:00.0057467,-33.3828,1.08984,SMRUCC/R#,forloop,for_loop_[44],Call ""gc""(),profiler.R,21
355,#2022-01-23 02:34:18#,2107,00:00:00.0002107,2.53906,3.62891,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
356,#2022-01-23 02:34:18#,414,00:00:00.0000414,2.82422,6.45312,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
357,#2022-01-23 02:34:18#,1102,00:00:00.0001102,0.0703125,6.52344,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
358,#2022-01-23 02:34:18#,41945,00:00:00.0041945,0.0703125,6.52344,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
359,#2022-01-23 02:34:18#,52641,00:00:00.0052641,0.0703125,6.52344,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
360,#2022-01-23 02:34:18#,81590,00:00:00.0081590,0.0703125,6.52344,SMRUCC/R#,forloop,for_loop_[45],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
361,#2022-01-23 02:34:18#,913373,00:00:00.0913373,23.5039,30.0273,SMRUCC/R#,forloop,for_loop_[45],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
362,#2022-01-23 02:34:19#,62370,00:00:00.0062370,-28.9336,1.09375,SMRUCC/R#,forloop,for_loop_[45],Call ""gc""(),profiler.R,21
363,#2022-01-23 02:34:19#,81474,00:00:00.0081474,34.4961,35.5898,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
364,#2022-01-23 02:34:19#,429,00:00:00.0000429,2.82031,38.4102,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
365,#2022-01-23 02:34:19#,1150,00:00:00.0001150,0.0703125,38.4805,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
366,#2022-01-23 02:34:19#,42892,00:00:00.0042892,0.0703125,38.4805,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
367,#2022-01-23 02:34:19#,54092,00:00:00.0054092,0.0703125,38.4805,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
368,#2022-01-23 02:34:19#,164816,00:00:00.0164816,0.0703125,38.4805,SMRUCC/R#,forloop,for_loop_[46],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
369,#2022-01-23 02:34:19#,1181917,00:00:00.1181917,-4.51172,33.9688,SMRUCC/R#,forloop,for_loop_[46],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
370,#2022-01-23 02:34:19#,56212,00:00:00.0056212,-32.8789,1.08984,SMRUCC/R#,forloop,for_loop_[46],Call ""gc""(),profiler.R,21
371,#2022-01-23 02:34:19#,2088,00:00:00.0002088,2.53906,3.62891,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
372,#2022-01-23 02:34:19#,690,00:00:00.0000690,2.82422,6.45312,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
373,#2022-01-23 02:34:19#,1085,00:00:00.0001085,0.0703125,6.52344,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
374,#2022-01-23 02:34:19#,44095,00:00:00.0044095,0.0703125,6.52344,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
375,#2022-01-23 02:34:19#,54978,00:00:00.0054978,0.0703125,6.52344,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
376,#2022-01-23 02:34:19#,85208,00:00:00.0085208,0.0703125,6.52344,SMRUCC/R#,forloop,for_loop_[47],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
377,#2022-01-23 02:34:19#,964985,00:00:00.0964985,27.4414,33.9648,SMRUCC/R#,forloop,for_loop_[47],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
378,#2022-01-23 02:34:19#,63561,00:00:00.0063561,-32.8789,1.08594,SMRUCC/R#,forloop,for_loop_[47],Call ""gc""(),profiler.R,21
379,#2022-01-23 02:34:19#,2069,00:00:00.0002069,2.51953,3.60547,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
380,#2022-01-23 02:34:19#,421,00:00:00.0000421,2.82031,6.42578,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
381,#2022-01-23 02:34:19#,1153,00:00:00.0001153,0.0703125,6.49609,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
382,#2022-01-23 02:34:19#,43152,00:00:00.0043152,0.0703125,6.49609,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
383,#2022-01-23 02:34:19#,53395,00:00:00.0053395,0.0703125,6.49609,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
384,#2022-01-23 02:34:19#,82247,00:00:00.0082247,0.0703125,6.49609,SMRUCC/R#,forloop,for_loop_[48],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
385,#2022-01-23 02:34:19#,968197,00:00:00.0968197,27.2617,33.7578,SMRUCC/R#,forloop,for_loop_[48],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
386,#2022-01-23 02:34:19#,55022,00:00:00.0055022,-32.668,1.08984,SMRUCC/R#,forloop,for_loop_[48],Call ""gc""(),profiler.R,21
387,#2022-01-23 02:34:19#,2690,00:00:00.0002690,2.51953,3.60938,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
388,#2022-01-23 02:34:19#,424,00:00:00.0000424,2.82422,6.43359,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
389,#2022-01-23 02:34:19#,1097,00:00:00.0001097,0.0664062,6.5,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
390,#2022-01-23 02:34:19#,42956,00:00:00.0042956,0.0664062,6.5,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
391,#2022-01-23 02:34:19#,53229,00:00:00.0053229,0.0664062,6.5,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
392,#2022-01-23 02:34:19#,82521,00:00:00.0082521,0.0664062,6.5,SMRUCC/R#,forloop,for_loop_[49],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
393,#2022-01-23 02:34:19#,955447,00:00:00.0955447,27.3359,33.8359,SMRUCC/R#,forloop,for_loop_[49],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
394,#2022-01-23 02:34:19#,54275,00:00:00.0054275,-32.75,1.08594,SMRUCC/R#,forloop,for_loop_[49],Call ""gc""(),profiler.R,21
395,#2022-01-23 02:34:19#,2088,00:00:00.0002088,2.51562,3.60156,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,"[&x, &y] <- Call ""abs""([&x, &y])",profiler.R,3
396,#2022-01-23 02:34:19#,404,00:00:00.0000404,2.81641,6.41797,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x),profiler.R,6
397,#2022-01-23 02:34:19#,1102,00:00:00.0001102,0.0664062,6.48438,SMRUCC/R#_runtime,n/a,if_closure,return (&x * Call ""sqrt""((1 + (&r ^ 2)))),profiler.R,6
398,#2022-01-23 02:34:19#,42714,00:00:00.0042714,0.0664062,6.48438,SMRUCC/R#_runtime,n/a,if_closure,""r"" <- (&y / &x);...,profiler.R,6
399,#2022-01-23 02:34:19#,53065,00:00:00.0053065,0.0664062,6.48438,SMRUCC/R#,declare_function,hypot<$anonymous_07972>,if ((&x > &y)) then {...,profiler.R,3
400,#2022-01-23 02:34:19#,82277,00:00:00.0082277,0.0664062,6.48438,SMRUCC/R#,forloop,for_loop_[50],"Call ""print""(Call ""hypot""(&i, 3))",profiler.R,21
401,#2022-01-23 02:34:19#,970662,00:00:00.0970662,27.375,33.8594,SMRUCC/R#,forloop,for_loop_[50],"Call ""rep""(1, ""times"" <- 1000000)",profiler.R,21
402,#2022-01-23 02:34:19#,54888,00:00:00.0054888,-32.7695,1.08984,SMRUCC/R#,forloop,for_loop_[50],Call ""gc""(),profiler.R,21
403,#2022-01-23 02:34:13#,60273244,00:00:06.0273244,-32.7695,1.08984,SMRUCC/R#,declare_function,run<$anonymous_07973>,for (let [""i""] in 1:50 step 1) %do% {...,profiler.R,20
404,#2022-01-23 02:34:19#,43,00:00:00.0000043,3.54688,4.63672,SMRUCC/R#,declare_function,run<$anonymous_07973>,NULL,profiler.R,20
405,#2022-01-23 02:34:13#,60337844,00:00:06.0337844,3.54688,4.63672,SMRUCC/R#_runtime,n/a,@profile,Call ""print""(Call ""run""()),profiler.R,19
